dataset,model,gene,pearson,css
Breast Visium CID44971,cytospace,naca,0.0845956683313661,0.9408369466314489
Breast Visium CID44971,cytospace,cmc1,0.084594248672673,0.36446120803068344
Breast Visium CID44971,cytospace,camk1d,0.0839606284073306,0.16975039913927029
Breast Visium CID44971,cytospace,icam2,0.0835552091871692,0.2214277835622541
Breast Visium CID44971,cytospace,cxcr6,0.0830984331150941,0.13367274967666923
Breast Visium CID44971,cytospace,creb3l4,0.0808045798701963,0.3039259326781066
Breast Visium CID44971,cytospace,tnfrsf17,0.0787724190508396,0.09015410257140931
Breast Visium CID44971,cytospace,cox7a1,0.0781038262334295,0.2728167559704314
Breast Visium CID44971,cytospace,syt8,0.0754625315417055,0.20775388299746206
Breast Visium CID44971,cytospace,eps8,0.0747905550808797,0.34170860957732513
Breast Visium CID44971,cytospace,tinagl1,0.0744289548787033,0.4267753690026781
Breast Visium CID44971,cytospace,pik3ip1,0.0743900225675289,0.2505797162148215
Breast Visium CID44971,cytospace,st13,0.0740456300271787,0.7112651171557384
Breast Visium CID44971,cytospace,mcm2,0.0731358821539789,0.16462118260864272
Breast Visium CID44971,cytospace,skap1,0.0711479167695717,0.13551057386627124
Breast Visium CID44971,cytospace,rpl31,0.0705376620040492,0.9139565531067847
Breast Visium CID44971,cytospace,npdc1,0.0694757683695215,0.4354637819639951
Breast Visium CID44971,cytospace,lims2,0.0674856829928833,0.24140069022335298
Breast Visium CID44971,cytospace,erlec1,0.0663828840732543,0.4578212668131118
Breast Visium CID44971,cytospace,ccnd3,0.0658231554300307,0.4552588039539894
Breast Visium CID44971,cytospace,fndc3a,0.065757149794368,0.41709807412044364
Breast Visium CID44971,cytospace,tk1,0.0656255757899387,0.17592165476658608
Breast Visium CID44971,cytospace,znf385d,0.0646476532580769,0.10846158930834152
Breast Visium CID44971,cytospace,mgst2,0.0644214110082787,0.2953434611958942
Breast Visium CID44971,cytospace,scarb1,0.0641305075056821,0.3295169800872355
Breast Visium CID44971,cytospace,aplp2,0.062672003575976,0.6529274123751289
Breast Visium CID44971,cytospace,fyn,0.0609263188443128,0.18262423547582413
Breast Visium CID44971,cytospace,tmpo,0.0571780575569194,0.33464321609096714
Breast Visium CID44971,cytospace,efhd2,0.0558582742632027,0.23912442260510317
Breast Visium CID44971,cytospace,bard1,0.0550580425454768,0.1412906596899299
Breast Visium CID44971,cytospace,spn,0.0540852841086035,0.11697161149236963
Breast Visium CID44971,cytospace,pim1,0.0534210737554437,0.22287522534007387
Breast Visium CID44971,cytospace,tnik,0.053265802160742,0.1092396582304765
Breast Visium CID44971,cytospace,sec61a1,0.0518827033536185,0.5260951383188669
Breast Visium CID44971,cytospace,sel1l,0.0504723978709906,0.2829291596602794
Breast Visium CID44971,cytospace,ms4a1,0.0503956859568796,0.08452801402132015
Breast Visium CID44971,cytospace,phldb2,0.0487570552994403,0.13097059949868545
Breast Visium CID44971,cytospace,oxnad1,0.0481098177843575,0.1420392834534099
Breast Visium CID44971,cytospace,bag3,0.0476198777886984,0.30711911650667445
Breast Visium CID44971,cytospace,hhex,0.046659476285429,0.08849407401569276
Breast Visium CID44971,cytospace,kdelr1,0.0465604760266149,0.6254046834964124
Breast Visium CID44971,cytospace,ctsw,0.0465272760959199,0.10231383270306402
Breast Visium CID44971,cytospace,pkig,0.0460237066506383,0.3900430098055505
Breast Visium CID44971,cytospace,fkbp2,0.0448009761602572,0.616764825258699
Breast Visium CID44971,cytospace,ccdc167,0.0435951242443171,0.3452457745398727
Breast Visium CID44971,cytospace,xcl1,0.0429216410994712,0.06118450516318574
Breast Visium CID44971,cytospace,smim14,0.0423103079179191,0.3952169863589261
Breast Visium CID44971,cytospace,mal,0.0422111612164423,0.06815615779288675
Breast Visium CID44971,cytospace,cblb,0.0420747893952922,0.1891434594560892
Breast Visium CID44971,cytospace,kdr,0.0410797662352429,0.08767286191536464
Breast Visium CID44971,cytospace,bcl11b,0.0405876622961923,0.1069682439674369
Breast Visium CID44971,cytospace,steap4,0.0393454020324328,0.13558647709906882
Breast Visium CID44971,cytospace,themis,0.0386603695655033,0.06027190680108628
Breast Visium CID44971,cytospace,linc00926,0.0378952567205673,0.06802622412675222
Breast Visium CID44971,cytospace,sema3g,0.0378124804327002,0.0727512967775898
Breast Visium CID44971,cytospace,inpp1,0.0366801946613311,0.19931941121939253
Breast Visium CID44971,cytospace,angpt2,0.0352280783935156,0.08110147721331647
Breast Visium CID44971,cytospace,rabac1,0.0345391650364156,0.6517351229449301
Breast Visium CID44971,cytospace,lilrb3,0.0327948894013576,0.07722504822249088
Breast Visium CID44971,cytospace,smc4,0.0315007478439877,0.2914417741340883
Breast Visium CID44971,cytospace,arl11,0.030588131678726,0.051844292250052486
Breast Visium CID44971,cytospace,ddx17,0.0282053928271022,0.7140406143744935
Breast Visium CID44971,cytospace,arhgap1,0.0272759905414625,0.3567108935017173
Breast Visium CID44971,cytospace,st6galnac4,0.0248538938962583,0.12325386445432093
Breast Visium CID44971,cytospace,syvn1,0.0248264597158661,0.251129009725717
Breast Visium CID44971,cytospace,rbpms,0.0243734971339693,0.3551058281590578
Breast Visium CID44971,cytospace,fam111a,0.0225679691236385,0.22131655248847582
Breast Visium CID44971,cytospace,rrm1,0.0224360438028411,0.2591722516124037
Breast Visium CID44971,cytospace,apobec3c,0.020813110761034,0.1788061282956456
Breast Visium CID44971,cytospace,cd72,0.01821563625377,0.07415238071816593
Breast Visium CID44971,cytospace,glrx,0.0181121532671772,0.20871696438178872
Breast Visium CID44971,cytospace,hrct1,0.0179927254065271,0.05225373893308909
Breast Visium CID44971,cytospace,hlf,0.0164107955071774,0.06425522104758652
Breast Visium CID44971,cytospace,sptbn1,0.0158820277307702,0.49636651726458575
Breast Visium CID44971,cytospace,bub3,0.015778454337134,0.4393097670262118
Breast Visium CID44971,cytospace,arrb1,0.0146480977232437,0.16633050856011958
Breast Visium CID44971,cytospace,sdcbp,0.014628480740192,0.5318429576983438
Breast Visium CID44971,cytospace,ccdc50,0.0141698757124266,0.30499666103118633
Breast Visium CID44971,cytospace,creb3l2,0.0137463580375195,0.3122111882341587
Breast Visium CID44971,cytospace,ctnnal1,0.01243611019507,0.14406377517282418
Breast Visium CID44971,cytospace,txk,0.0123584910543365,0.020159932353000665
Breast Visium CID44971,cytospace,ca4,0.0120679432698519,0.03131267392374829
Breast Visium CID44971,cytospace,rbpms2,0.0117049694677703,0.055398009628529185
Breast Visium CID44971,cytospace,st6galnac2,0.0114611236697326,0.024571587973593174
Breast Visium CID44971,cytospace,oaz2,0.008103578612648,0.3043491048553783
Breast Visium CID44971,cytospace,sytl1,0.0064127102890739,0.2563299009995362
Breast Visium CID44971,cytospace,fcer2,0.0038025573167111,0.011672036677952745
Breast Visium CID44971,cytospace,rgma,0.0037805531617148,0.19174804201880374
Breast Visium CID44971,cytospace,klrg1,0.0031916599759885,0.05241214655110699
Breast Visium CID44971,cytospace,cbfa2t3,0.0030232288196316,0.045694749949342105
Breast Visium CID44971,cytospace,ptger2,0.0016973726460901,0.029098365253372425
Breast Visium CID44971,cytospace,snx22,-0.0012620212208551,0.0592806222522211
Breast Visium CID44971,cytospace,klrd1,-0.001783115868052,0.023003815408070342
Breast Visium CID44971,cytospace,sh2d1b,-0.0025984496889974,0.0
Breast Visium CID44971,cytospace,ncr1,-0.0027941403422984,0.0
Breast Visium CID44971,cytospace,fcrl1,-0.0064159862341585,0.0
Breast Visium CID44971,cytospace,asf1b,-0.0066659661112515,0.05787349186663653
Breast Visium CID44971,cytospace,cxcr5,-0.0087776721395701,0.0
Breast Visium CID44971,cytospace,jakmip1,-0.0088207276125645,0.0
Breast Visium CID44971,cytospace,cux1,-0.0089867416495591,0.19664281103244347
Breast Visium CID44971,cytospace,tmigd2,-0.0099417609799051,0.0
Breast Visium CID44971,cytospace,mgat2,-0.0102199650267635,0.13055096157338789
Breast Visium CID44971,cytospace,cd19,-0.0104185055381893,0.005357387859978981
Breast Visium CID44971,cytospace,vpreb3,-0.0118905453535227,0.0
Breast Visium CID44971,cytospace,arhgap24,-0.0137621873641475,0.06699417288953044
Breast Visium CID44971,cytospace,faslg,-0.0148542461459128,0.0
Breast Visium CID44971,cytospace,dhfr,-0.020705613376658,0.07326356423456536
Breast Visium CID44971,cytospace,lpcat4,-0.0221662964957329,0.1173275636408884
Breast Visium CID44971,cytospace,ppp2r5b,-0.032518990265638,0.09432395272821491
Breast Visium CID44971,cytospace,col1a1,0.5139354707382295,0.6462899261232605
Breast Visium CID44971,cytospace,col3a1,0.4736926350277712,0.6198933426189939
Breast Visium CID44971,cytospace,crabp1,0.4730728402226183,0.7521835466534642
Breast Visium CID44971,cytospace,hla-b,0.4698043187044965,0.9084664297567672
Breast Visium CID44971,cytospace,pfn1,0.4444244520990557,0.9457219880032278
Breast Visium CID44971,cytospace,sparc,0.4417822028456557,0.7440342446653769
Breast Visium CID44971,cytospace,rps12,0.4410495008548536,0.9853805017070054
Breast Visium CID44971,cytospace,dst,0.4337536619280911,0.6473150773011868
Breast Visium CID44971,cytospace,hla-dra,0.4227183507118831,0.6184966043686674
Breast Visium CID44971,cytospace,cd24,0.4128946171140013,0.7878125779610555
Breast Visium CID44971,cytospace,gapdh,0.4062811154786791,0.9689697537506149
Breast Visium CID44971,cytospace,eef1a1,0.4049981037280769,0.9940670865574696
Breast Visium CID44971,cytospace,hla-dqb1,0.4026143146623817,0.57852840395603
Breast Visium CID44971,cytospace,ifi27,0.4013157926760846,0.6369660134190926
Breast Visium CID44971,cytospace,ldhb,0.3989784536593792,0.8714018510670604
Breast Visium CID44971,cytospace,agr2,0.3936733929494022,0.44774397321932147
Breast Visium CID44971,cytospace,c1qb,0.3850471507971062,0.4496210199274103
Breast Visium CID44971,cytospace,srgn,0.3815440171707786,0.5657729992480072
Breast Visium CID44971,cytospace,epcam,0.3746946165474634,0.7206396724350675
Breast Visium CID44971,cytospace,rpl41,0.3692630640847985,0.9870503273596736
Breast Visium CID44971,cytospace,cnr2,0.3667222142817823,0.3701771047913361
Breast Visium CID44971,cytospace,snrpe,0.3665945448420232,0.7591633834585959
Breast Visium CID44971,cytospace,mlph,0.363314432005536,0.4500457518899421
Breast Visium CID44971,cytospace,azgp1,0.3619923626497313,0.6128396363911297
Breast Visium CID44971,cytospace,snrpd1,0.3370693475982053,0.6942032502147663
Breast Visium CID44971,cytospace,fxyd3,0.3178413821223556,0.5755136497783222
Breast Visium CID44971,cytospace,epas1,0.3161752971667889,0.4568133124413525
Breast Visium CID44971,cytospace,tspan7,0.3157800245916318,0.3531359979458444
Breast Visium CID44971,cytospace,plek,0.3135778265072831,0.38634209927789936
Breast Visium CID44971,cytospace,ppp1r14a,0.3097280655965431,0.46809392692738655
Breast Visium CID44971,cytospace,islr,0.3015744124456201,0.5429806465980065
Breast Visium CID44971,cytospace,col5a2,0.2986146675992825,0.4747633774271595
Breast Visium CID44971,cytospace,srp9,0.2931569793278237,0.7748591139830194
Breast Visium CID44971,cytospace,jun,0.2922037061384621,0.7236127176403014
Breast Visium CID44971,cytospace,serping1,0.289798037200039,0.6439001511781938
Breast Visium CID44971,cytospace,s100a11,0.2859124543940783,0.9328725575830433
Breast Visium CID44971,cytospace,sat1,0.2850626318081496,0.7447160174253252
Breast Visium CID44971,cytospace,rpl34,0.2845412139847529,0.9737435192183178
Breast Visium CID44971,cytospace,rpl15,0.2842502950476193,0.9754815103814217
Breast Visium CID44971,cytospace,cyr61,0.2806003037717304,0.6852888781031854
Breast Visium CID44971,cytospace,ptma,0.2788713900270995,0.9772823226014493
Breast Visium CID44971,cytospace,rps6,0.2774037145159516,0.9762179847386909
Breast Visium CID44971,cytospace,mdh2,0.2768765706096626,0.7563459891322332
Breast Visium CID44971,cytospace,zfp36,0.2736099642752862,0.778463456374138
Breast Visium CID44971,cytospace,arf1,0.2724565202728528,0.8536903741937479
Breast Visium CID44971,cytospace,hddc2,0.2722677545959872,0.6316531008472444
Breast Visium CID44971,cytospace,cxcl2,0.2664487966297925,0.44178623941899503
Breast Visium CID44971,cytospace,rpl35a,0.2633625572645023,0.9615618339882241
Breast Visium CID44971,cytospace,msr1,0.2581206972068992,0.3281460569711287
Breast Visium CID44971,cytospace,tacstd2,0.2578305226239054,0.6364869271813982
Breast Visium CID44971,cytospace,aff3,0.2575580590610537,0.3104018942878729
Breast Visium CID44971,cytospace,rpl27a,0.2543512285260326,0.925563464464418
Breast Visium CID44971,cytospace,grn,0.2539050465495571,0.721770388208818
Breast Visium CID44971,cytospace,rasal3,0.2509241984859051,0.31992890873771845
Breast Visium CID44971,cytospace,tpm1,0.2502007800279289,0.7293830272036166
Breast Visium CID44971,cytospace,cd247,0.2468176172430858,0.30153959171617106
Breast Visium CID44971,cytospace,cybb,0.2459207847607552,0.33012930598893764
Breast Visium CID44971,cytospace,il6st,0.2452690304490012,0.5532845236804793
Breast Visium CID44971,cytospace,hspg2,0.2452075429038384,0.4820889899701782
Breast Visium CID44971,cytospace,snrpd2,0.2440346995513505,0.8712936264980216
Breast Visium CID44971,cytospace,btf3,0.2430149511054211,0.8701526453936395
Breast Visium CID44971,cytospace,nutf2,0.2415009745081746,0.621791535404175
Breast Visium CID44971,cytospace,gimap7,0.2414693147650886,0.3340087554590434
Breast Visium CID44971,cytospace,cyba,0.2331270340490706,0.6788536057581972
Breast Visium CID44971,cytospace,dstn,0.2329583406901852,0.828431282169014
Breast Visium CID44971,cytospace,col17a1,0.2320273013673836,0.34416971962858933
Breast Visium CID44971,cytospace,aph1a,0.2299052772124359,0.7064203137715742
Breast Visium CID44971,cytospace,dynlt1,0.2298237098717138,0.7231173909828307
Breast Visium CID44971,cytospace,arpc1b,0.2240045431686632,0.5513767025106774
Breast Visium CID44971,cytospace,ctsk,0.2163401265409867,0.4307537704930444
Breast Visium CID44971,cytospace,rps3a,0.2158745281348962,0.9833877066286433
Breast Visium CID44971,cytospace,srpk1,0.2151682273629815,0.5256433600727114
Breast Visium CID44971,cytospace,map1b,0.208886953736835,0.37603969975728946
Breast Visium CID44971,cytospace,samhd1,0.206001102188812,0.4301716909492432
Breast Visium CID44971,cytospace,sell,0.2059987936646549,0.2843247556416812
Breast Visium CID44971,cytospace,rps27a,0.2016742976596816,0.9827089048587191
Breast Visium CID44971,cytospace,rps23,0.1995006400368604,0.9743260831887869
Breast Visium CID44971,cytospace,mt2a,0.1994092833111602,0.8562279776561423
Breast Visium CID44971,cytospace,palld,0.1976286452045299,0.5337630428024636
Breast Visium CID44971,cytospace,ifi16,0.1954897390549324,0.46341701350312814
Breast Visium CID44971,cytospace,rps25,0.1937654030347222,0.9693696138238909
Breast Visium CID44971,cytospace,cd99,0.1903552031872367,0.6288475489374984
Breast Visium CID44971,cytospace,il2rg,0.1899278926387028,0.329277047065219
Breast Visium CID44971,cytospace,ufc1,0.1888854745755329,0.6971655516051695
Breast Visium CID44971,cytospace,rnase1,0.1876910776981302,0.3344456275228632
Breast Visium CID44971,cytospace,capn8,0.1870508154192064,0.25694559809356593
Breast Visium CID44971,cytospace,ybx1,0.186516412649768,0.831119849430027
Breast Visium CID44971,cytospace,rps5,0.1856880572537255,0.9596450351002953
Breast Visium CID44971,cytospace,fam49b,0.1852047715394736,0.4771911443617727
Breast Visium CID44971,cytospace,emp1,0.1818067500223497,0.4236172422675408
Breast Visium CID44971,cytospace,rasef,0.1762554024459022,0.30463527728974354
Breast Visium CID44971,cytospace,serpinh1,0.1748831666751423,0.686035711337418
Breast Visium CID44971,cytospace,rnaset2,0.1736340745931449,0.5887616634290916
Breast Visium CID44971,cytospace,gas6,0.1733630297570623,0.5354472671966778
Breast Visium CID44971,cytospace,anxa3,0.1725441158792616,0.41768281289373194
Breast Visium CID44971,cytospace,il3ra,0.1712217141300503,0.2206290002041442
Breast Visium CID44971,cytospace,kif12,0.169072195612334,0.22601959607650457
Breast Visium CID44971,cytospace,cd63,0.1684305554924557,0.8754592195208901
Breast Visium CID44971,cytospace,myadm,0.1682972743700617,0.5699416311051955
Breast Visium CID44971,cytospace,plac9,0.1676131885854256,0.2834851005022772
Breast Visium CID44971,cytospace,gnai2,0.1642646349821069,0.545118238797211
Breast Visium CID44971,cytospace,reep5,0.1630459613996941,0.6021650462252737
Breast Visium CID44971,cytospace,tigit,0.1611686255725136,0.2148537901918877
Breast Visium CID44971,cytospace,fcgr2a,0.1604658936744091,0.27902902935580387
Breast Visium CID44971,cytospace,tnfrsf25,0.1598017364766665,0.22003172617815353
Breast Visium CID44971,cytospace,rps20,0.1577182610695743,0.8268629710689911
Breast Visium CID44971,cytospace,vps72,0.1532349521713861,0.4781283618228388
Breast Visium CID44971,cytospace,march1,0.1510853785598623,0.21103325225705805
Breast Visium CID44971,cytospace,pmepa1,0.1509529717157031,0.33635954955062514
Breast Visium CID44971,cytospace,nr2f1,0.1506920544086216,0.3073244279316618
Breast Visium CID44971,cytospace,dok2,0.1494308898440691,0.23010826881254884
Breast Visium CID44971,cytospace,hbegf,0.1483056763598681,0.2615170015451662
Breast Visium CID44971,cytospace,tpt1,0.1476840518769365,0.9803543481937822
Breast Visium CID44971,cytospace,kdelr2,0.1461168664295236,0.6827051912554191
Breast Visium CID44971,cytospace,itm2a,0.1461003634410835,0.39388096063032074
Breast Visium CID44971,cytospace,cd69,0.1448576052689106,0.23977646931817728
Breast Visium CID44971,cytospace,gem,0.1417540062001285,0.37734705217033404
Breast Visium CID44971,cytospace,traf4,0.1369370498961435,0.5574547940410571
